id,species_ori,vernacularName,scientificName,taxonRank,type,source_latest_only,species_code_ntu,species_nr,statusTW
1205,日菲繡眼,日菲繡眼,Zosterops japonicus,species,,,NA,862,nonbreeding
1206,松鼠科,松鼠科,Sciuridae,nonAves,,,NA,863,NA
1207,莫氏樹蛙,莫氏樹蛙,Zhangixalus moltrechti,nonAves,,,NA,864,NA
1208,環頸潛鴨,環頸潛鴨,Aythya collaris,species,,,NA,865,nonbreeding
1209,白喉林鴿,白喉林鴿,Columba vitiensis,species,,,NA,866,nonbreeding
1210,方尾烏鵑,方尾烏鵑,Surniculus lugubris,species,,,NA,867,nonbreeding
1211,西方秧雞,西方秧雞,Rallus aquaticus,species,,,NA,868,nonbreeding
1212,沙丘鶴,沙丘鶴,Antigone canadensis,species,,,NA,869,nonbreeding
1213,孤田鷸,孤田鷸,Gallinago solitaria,species,,,NA,870,nonbreeding
1214,印度池鷺,印度池鷺,Ardeola grayii,species,,,NA,871,nonbreeding
1215,靴隼鵰,靴隼鵰,Hieraaetus pennatus,species,,,NA,872,nonbreeding
1216,西方澤鵟,西方澤鵟,Circus aeruginosus,species,,,NA,873,nonbreeding
1217,赤背三趾翠鳥,赤背三趾翠鳥,Ceyx rufidorsa,species,,,NA,874,nonbreeding
1218,藍頰蜂虎,藍頰蜂虎,Merops persicus,species,,,NA,875,nonbreeding
1219,荒漠伯勞,荒漠伯勞,Lanius isabellinus,species,,,NA,876,nonbreeding
1220,灰背伯勞,灰背伯勞,Lanius tephronotus,species,,,NA,877,nonbreeding
1221,鈍翅葦鶯,鈍翅葦鶯,Acrocephalus concinens,species,,,NA,878,nonbreeding
1222,赤褐蝗鶯,赤褐蝗鶯,Locustella mandelli,species,,,NA,879,nonbreeding
1223,山藍仙鶲,山藍仙鶲,Cyornis banyumas,species,,,NA,880,nonbreeding
1224,鏽胸藍姬鶲,鏽胸藍姬鶲,Ficedula erithacus,species,,,NA,881,nonbreeding
1225,稻田鷚,稻田鷚,Anthus rufulus,species,,,NA,882,nonbreeding
1226,赤胸朱頂雀,赤胸朱頂雀,Linaria cannabina,species,,,NA,883,nonbreeding
1227,紅交嘴雀,紅交嘴雀,Loxia curvirostra,species,,,NA,884,nonbreeding
1228,稀樹草鵐,稀樹草鵐,Passerculus sandwichensis,species,,,NA,885,nonbreeding
1229,灰腰金絲燕,灰腰金絲燕,Collocalia marginata,species,,,NA,886,nonbreeding
1230,酒紅朱雀vinaceus亞種,酒紅朱雀,Carpodacus vinaceus,species,,,NA,887,nonbreeding
1231,臺灣/大陸畫眉,臺灣/大陸畫眉,Garrulax canorus/taewanus,speciesComplex,,,B0367,787,breed
1232,亞洲輝椋鳥,亞洲輝椋鳥,Aplonis panayensis,species,,,B0483,651,introduced
1233,鏽鵐,鏽鵐,Emberiza rutila,species,,,B0530,712,nonbreeding
1234,臺灣野兔,臺灣野兔,Lepus sinensis formosus,nonAves,,,NA,840,NA
1235,東亞秧雞,東亞秧雞,Rallus indicus,species,,名錄對照_大肚溪.xlsx(20170980),B0168,165,nonbreeding
1236,巴丹鸚鵡,鳳頭鸚鵡屬,Cacatua sp.,genus,,,NA,888,introduced
1237,鱗胸鷦鶥,臺灣鷦眉,Pnoepyga formosana,species,,,B0372,487,breed
1238,電報鳥,臺灣叢樹鶯,Locustella alishanensis,species,,,B0424,540,breed
1239,褐色叢樹鶯,臺灣叢樹鶯,Locustella alishanensis,species,,,B0424,540,breed
1240,紅胸啄花鳥,紅胸啄花,Dicaeum ignipectus,species,,,B0498,667,breed
1241,綠啄花鳥,綠啄花,Dicaeum minullum,species,,,B0497,666,breed
1242,小鷿鷉,小鸊鷉,Tachybaptus ruficollis,species,,,B0007,58,breed
1243,小鷿鵜,小鸊鷉,Tachybaptus ruficollis,species,,,B0007,58,breed
1244,灰頭文鳥,灰頭文鳥,Lonchura caniceps,species,,,NA,889,introduced
1245,無,NN,NA,nonAves,,,NA,855,NA
1246,林雕,林鵰,Ictinaetus malaiensis,species,,,B0129,140,breed
1247,布穀,大杜鵑,Cuculus canorus,species,,,B0281,334,nonbreeding
1248,其他（填於備註欄）,鳥綱,Aves sp.,class,,,NA,749,NA
1249,F_艾氏樹蛙,艾氏樹蛙,Kurixalus eiffingeri,nonAves,,,NA,890,NA
1250,M_台灣水鹿,臺灣水鹿,Rusa unicolor swinhoei,nonAves,,,NA,839,NA
1251,M_條紋松鼠,條紋松鼠,Tamiops maritimus formosanus,nonAves,,,NA,845,NA
1252,R_疣尾蝎虎,疣尾蝎虎,Hemidactylus frenatus,nonAves,,,NA,891,NA
1253,古氏赤蛙,福建大頭蛙,Limnonectes fujianensis,nonAves,,,NA,892,NA
1254,家鴿,野鴿,Columba livia,species,,,B0269,306,introduced
1255,燕雀目,雀形目,Passeriformes sp.,order,,,NA,745,NA
1256,玄鳳鸚鵡,玄鳳鸚鵡,Nymphicus hollandicus,species,,,NA,893,introduced
1257,白頷樹蛙,布氏樹蛙,Polypedates braueri,nonAves,,,NA,894,NA
1258,金翼,臺灣噪眉,Trochalopteron morrisonianum,species,,,B0368,574,breed
1259,面天樹蛙,面天樹蛙,Kurixalus idiootocus,nonAves,,,NA,895,NA
1260,麻鷺屬,麻鷺屬,Gorsachius,genus,,,NA,898,NA
1261,臺灣長鬃山羊,長鬃山羊,Capricornis swinhoei,nonAves,,,NA,844,NA
1262,高砂熊蟬,高砂熊蟬,Cryptotympana takasagona,nonAves,,,NA,899,NA
1263,脊椎動物門,脊索動物門,Chordata,phylum,,,NA,896,NA
1264,脊索動物門,脊索動物門,Chordata,phylum,,,NA,896,NA
1265,紅耳泥龜,紅耳泥龜,Trachemys scripta,nonAves,,,NA,900,introduced
1266,灰雁(馴化),灰雁(馴化),Anser anser (Domestic type),species,,,NA,901,introduced
1267,白鵜鶘,白鵜鶘,Pelecanus onocrotalus,species,,,NA,902,introduced
1268,台灣鼴鼠,台灣鼴鼠,Mogera insularis insularis,nonAves,,,NA,903,NA
1269,XX毛腳燕,毛腳燕屬,Delichon,genus,,,NA,904,NA
1270,鷦鶯屬(XX鷦鶯),鷦鶯屬,Prinia,genus,,,NA,897,NA
1271,毛腳燕屬,毛腳燕屬,Delichon,genus,,,NA,904,NA
1272,鷦鶯屬,鷦鶯屬,Prinia,genus,,,NA,897,NA
1273,斑頭雁,斑頭雁,Anser indicus,species,,TWBF2023,NA,905,nonbreeding
1274,黑領高蹺鴴,黑領高蹺鴴,Himantopus leucocephalus,species,,TWBF2023,NA,906,breed
1275,白臉鴴,白臉鴴,Charadrius dealbatus,species,,TWBF2023,NA,907,nonbreeding
1276,歐亞海鷗,歐亞海鷗,Larus canus,species,,TWBF2023,NA,282,nonbreeding
1277,黃蹼洋海燕,黃蹼洋海燕,Oceanites oceanicus,species,,TWBF2023,NA,909,nonbreeding
1278,索氏圓尾鸌,索氏圓尾鸌,Pterodroma solandri,species,,TWBF2023,NA,910,nonbreeding
1279,黑細鸌,黑細鸌,Puffinus nativitatis,species,,TWBF2023,NA,911,nonbreeding
1280,聖誕島軍艦鳥,聖誕島軍艦鳥,Fregata andrewsi,species,,TWBF2023,NA,912,nonbreeding
1281,金鵰,金鵰,Aquila chrysaetos,species,,TWBF2023,NA,913,nonbreeding
1282,歐亞鵟,歐亞鵟,Buteo buteo,species,,TWBF2023,NA,914,nonbreeding
1283,菲律賓扇尾鶲,菲律賓扇尾鶲,Rhipidura nigritorquis,species,,TWBF2023,NA,915,nonbreeding
1284,西方灰伯勞,西方灰伯勞,Lanius excubitor,species,,TWBF2023,NA,916,nonbreeding
1285,黑臉噪眉,黑臉噪眉,Pterorhinus perspicillatus,species,,TWBF2023,NA,918,nonbreeding
1286,中華藍仙鶲,中華藍仙鶲,Cyornis glaucicomans,species,,TWBF2023,NA,919,nonbreeding
1287,臺灣白眉林鴝,臺灣白眉林鴝,Tarsiger formosanus,species,,TWBF2023,B0404,608,breed
1288,琉球姬鶲,琉球姬鶲,Ficedula owstoni,species,,TWBF2023,NA,921,nonbreeding
1289,圃鵐,圃鵐,Emberiza hortulana,species,,TWBF2023,NA,922,nonbreeding
1290,黃喉黑臉鵐,黃喉黑臉鵐,Emberiza personata,species,,TWBF2023,NA,923,nonbreeding
1291,紐澳紅嘴鷗,紐澳紅嘴鷗,Chroicocephalus novaehollandiae,species,,TWBF2023,NA,273,nonbreeding
1292,所羅門鸌,所羅門鸌,Puffinus heinrothi,species,,TWBF2023,NA,925,nonbreeding
1293,大黃腹琉璃,大黃腹琉璃,Niltava oatesi,species,,TWBF2023,NA,926,nonbreeding
1294,鴻雁(馴化),鴻雁(馴化),Anser cygnoides (Domestic type),species,,,NA,927,domestic
1295,哺乳綱,哺乳綱,Mammalia,nonAves,,,NA,928,NA
1296,紫斑蝶屬,紫斑蝶屬,Euploea,nonAves,,,NA,929,NA
1296,疣鼻棲x綠頭鴨(雜交),疣鼻棲x綠頭鴨(雜交),Cairina moschata x Anas platyrhynchos,speciesHybrid,,,NA,930,domestic
